Unnamed: 0,budget,popularity,runtime,vote_average,cast,Story,year
3582,5000000,22.9951,134.0,7.1,Stephan James,"Race Based on the incredible true story of Jesse Owens, the legendary athletic superstar whose quest to become the greatest track and field athlete in history thrusts him onto the world stage of the 1936 Olympics, where he faces off against Adolf Hitler's vision of Aryan supremacy. Starring Stephan James, Jason Sudeikis, Jeremy Irons, Carice Van Houten and William Hurt - Race is an enthralling film about courage, determination, tolerance, and friendship, and an inspiring drama about one man's fight to become an Olympic legend. olympic games biography sport historical figure nazi germany Action Drama Stephen Hopkins",2016
3583,0,5.7698220000000005,104.0,6.4,LisaRaye McCoy,"The Players Club Young single mother Diana struggles to provide for her child and pay for her college education. She ends up working at a shoe store, but meets two strippers from at a nearby gentlemen's club who convince her there's fast money to be made stripping. At the Players Club, however, Diana faces danger and heartbreak. strip club stripper dominatrix cat fight Drama Ice Cube",1998
3584,5000000,26.510558000000003,93.0,6.1,Perdita Weeks,"As Above, So Below When a team of explorers ventures into the catacombs that lie beneath the streets of Paris, they uncover the dark secret that lies within this city of the dead. paris treasure catacombs scientist singing in a car Horror Thriller John Erick Dowdle",2014
3585,0,7.544515,105.0,5.4,Boris Kodjoe,Addicted A gallerist risks her family and flourishing career when she enters into an affair with a talented painter and slowly loses control of her life. infidelity obsession lie sin interracial relationship Drama Thriller Bille Woodruff,2014
3586,0,1.126941,109.0,6.1,Jurnee Smollett,"Eve's Bayou The story is set in 1962 Louisiana. The big Batiste family is headed by charming doctor Louis. Though he is married to beautiful Roz, he has a weakness for attractive women patients. One day Louis is flirting with married and sexy Metty Mereaux, not knowing that he is observed by his youngest idealistic daughter Eve, who is there by accident. Eve can not forget the incident which is traumatic for her naivete and shares a secret with older sister Cisely. Lies start to roll... sister sister relationship menstruation superstition independent film curse Drama Kasi Lemmons",1997
3587,5000000,35.307577,99.0,7.5,Julianne Moore,"Still Alice Alice Howland, happily married with three grown children, is a renowned linguistics professor who starts to forget words. When she receives a devastating diagnosis, Alice and her family find their bonds tested. mother professor illness Drama Richard Glatzer",2014
3588,5000000,4.079111,139.0,6.0,Jean Simmons,"The Egyptian In eighteenth-dynasty Egypt, Sinuhe, a poor orphan, becomes a brilliant physician and with his friend Horemheb is appointed to the service of the new Pharoah. Sinuhe's personal triumphs and tragedies are played against the larger canvas of the turbulent events of the 18th dynasty. As Sinuhe is drawn into court intrigues he learns the answers to the questions he has sought since his birth. egypt History Drama Michael Curtiz",1954
3589,5000000,7.058868,99.0,6.4,Sylvester Stallone,Nighthawks An international terrorist has New York in a grip of panic and it's up to Det. Sgt. Deke DaSilva to take him down. Action Crime Thriller Bruce Malmuth,1981
3590,5000000,12.904615,100.0,4.8,Kane Hodder,"Friday the 13th Part VIII: Jason Takes Manhattan The Big Apple's in big trouble, as indestructible psycho-fiend Jason Vorhees hits the road to New York City. After a shocking return from beyond the grave, the diabolical Jason ships out abroad a teen-filled ""love boat"" bound for New York, which he soon transforms into the ultimate voyage of the damned. Then one of his terrified victims escapes into the nightmarish maze of Manhattan's subways and sewers, only to confront Jason one final time. new york boat mask psychopath high school Horror Thriller Rob Hedden",1989
3591,5000000,18.115566,95.0,6.2,Nia Vardalos,My Big Fat Greek Wedding A young Greek woman falls in love with a non-Greek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity. usa parents kids relationship greece culture clash midlife crisis Comedy Drama Romance Joel Zwick,2002
3592,5000000,62.554173,94.0,5.0,James Franco,"Spring Breakers After four college girls rob a restaurant to fund their spring break in Florida, they get entangled with a weird dude with his own criminal agenda. female nudity sex florida drug dealer nudity Drama Crime Harmony Korine",2013
3593,5000000,9.483717,88.0,5.0,Donald Pleasence,"Halloween: The Curse of Michael Myers Six years ago, Michael Myers terrorized the town of Haddonfield, Illinois. He and his niece, Jamie Lloyd, have disappeared. Jamie was kidnapped by a bunch of evil druids who protect Michael Myers. And now, six years later, Jamie has escaped after giving birth to Michael's child. She runs to Haddonfield to get Dr. Loomis to help her again. mass murder nudity halloween attempt to escape cult Horror Thriller Joe Chappelle",1995
3594,5000000,16.890285000000002,106.0,7.3,Gael Garc\u00eda,"Y Tu Mamá También In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other. mexico sex beach group sex male friendship Drama Romance Alfonso Cuar\u00f3n",2001
3595,4000000,49.12486,99.0,7.5,Simon Pegg,"Shaun of the Dead Shaun lives a supremely uneventful life, which revolves around his girlfriend, his mother, and, above all, his local pub. This gentle routine is threatened when the dead return to life and make strenuous attempts to snack on ordinary Londoners. record collection flower cheese pub surrey Horror Comedy Edgar Wright",2004
3596,0,8.309894,82.0,4.3,Haley Bennett,"The Haunting of Molly Hartley When teenage Molly Hartley moves to a new town, she's haunted by terrifying visions that may have to do with dark secrets from her past. Something evil lurks just beneath the lush surfaces of her private-school world, and it holds the rights to her very soul. On the eve of her 18th birthday, Molly is about to discover the truth of just who or what she is destined to become. Drama Horror Mickey Liddell",2008
3597,5000000,5.960149,135.0,6.9,Chris Cooper,"Lone Star When the skeleton of his murdered predecessor is found, Sheriff Sam Deeds unearths many other long-buried secrets in his Texas border town. sheriff family secrets neo-western dark secrets Drama Mystery Romance John Sayles",1996
3598,5000000,9.302349,88.0,5.9,Donald Pleasence,"Halloween 4: The Return of Michael Myers The legend of that creepy masked-man, Michael Myers, comes to life once again in this fourth installment of the successful horror franchise. This time, it's Michael's niece, Jamie, who can't seem to escape her crazy uncle. With Michael on the loose, Jamie enlists the help of good old Dr. Loomis to stop the murderer. This time, though, there seems to be no end to Michael's madness. sheriff scissors ambulance halloween twist Horror Thriller Dwight H. Little",1988
3599,5000000,8.190888000000001,89.0,5.8,Deborah Foreman,"April Fool's Day A group of eight college friends gather together at an island mansion belonging to heiress Muffy St. John to celebrate their final year of school. They soon discover that each has a hidden secret from their past which is revealed, and soon after, they turn up dead. island party murder teen movie slasher Horror Mystery Fred Walton",1986
3600,0,5.87193,110.0,6.9,Steve Guttenberg,"Diner Set in 1959, Diner shows how five young men resist their adulthood and seek refuge in their beloved Diner. The mundane, childish, and titillating details of their lives are shared. But the golden moments pass, and the men shoulder their responsibilities, leaving the Diner behind. diner baltimore maryland fake accident gambling debt twenty something Comedy Drama Barry Levinson",1982
3601,5000000,8.452666,107.0,5.5,Chuck Norris,"Lone Wolf McQuade The archetypical renegade Texas Ranger wages war against a drug kingpin with automatic weapons, his wits and martial arts after a gun battle leaves his partner dead. All of this inevitably culminates a martial arts showdown between the drug lord and the ranger, and involving the woman they both love. martial arts kung fu texas fbi wheelchair Action Crime Drama Romance Thriller Steve Carver",1983
3602,5000000,17.028252,86.0,5.0,Ryan Robbins,"Apollo 18 Officially, Apollo 17 was the last manned mission to the moon. But a year later in 1973, three American astronauts were sent on a secret mission to the moon funded by the US Department of Defense. What you are about to see is the actual footage which the astronauts captured on that mission. While NASA denies it's authenticity, others say it's the real reason we've never gone back to the moon. moon nasa infection barbecue moon landing Horror Thriller Science Fiction Gonzalo L\u00f3pez-Gallego",2011
3603,5000000,19.336367000000006,102.0,6.5,Amy Adams,Sunshine Cleaning A single mother and her slacker sister find an unexpected way to turn their lives around in the off-beat dramatic comedy. In order to raise the tuition to send her young son to private school the mom starts an unusual business – a biohazard removal/crime scene clean-up service. suicide single parent sister sister relationship cleaning lady new mexico Comedy Drama Christine Jeffs,2008
3604,5000000,38.006982,103.0,6.7,Owen Wilson,"No Escape In their new overseas home, an American family soon finds themselves caught in the middle of a coup, and they frantically look for a safe escape in an environment where foreigners are being immediately executed. hotel revolution race against time engineer coup Action Thriller John Erick Dowdle",2015
3605,0,6.377523,118.0,6.0,Marc Singer,"The Beastmaster Dar, is the son of a king, who is hunted by a priest after his birth and grows up in another family. When he becomes a grown man his new father is murdered by savages and he discovers that he has the ability to communicate with the animals, which leads him on his quest for revenge against his father's killers. sword fight animal Action Fantasy Don Coscarelli",1982
3606,5000000,0.835617,139.0,5.4,Yul Brynner,"Solomon and Sheba Under the rule of King David, Israel is united and prosperous although surrounded by enemies including Egypt and its allies. The aging King David favors his younger son, Solomon, as his successor, but David's  elder son Prince Adonijah, a warrior, declares himself King. When David learns of this, he publicly announces Solomon to be his successor. Adonijah and Joab, his general, withdraw in rage. Israel prospers under King Solomon's wise and benevolent rule and is seen as a threat to more tyrannical monarchs in the region. The Pharaoh of Egypt agrees to cede a Red Sea port to the Queen of Sheba in a plot to undermine Solomon's rule. Sheba is to seduce Solomon and introduce Sheban pagan worship into Jerusalem. Meanwhile, Prince Adonijah, now banished, also conspires with Pharaoh and is given an army to defeat Solomon. The film is a highly fictionalized dramatization of events depicted in The Bible -- First Kings chapter 10 and Second Chronicles chapter 9. israel egypt religion and supernatural epic Drama History Romance War King Vidor",1959
3607,20000000,14.947588,92.0,4.3,Marlon Wayans,Fifty Shades of Black An inexperienced college student meets a wealthy businessman whose sexual practices put a strain on their relationship. sex black parody spoof millionaire Romance Comedy Michael Tiddes,2016
3608,0,5.1299,99.0,6.3,Morris Chestnut,Not Easily Broken A car accident and shifting affections test the bond between a married couple. Drama Romance Bill Duke,2009
3609,4,1.199451,89.0,6.2,Helen Hayes,"A Farewell to Arms British nurse Catherine Barkley (Helen Hayes) and American Lieutenant Frederic Henry (Gary Cooper) fall in love during the First World War in Italy. Eventually separated by Frederic's transfer, tremendous challenges and difficult decisions face each, as the war rages on. Academy Awards winner for Best Cinematography and for Best Sound, Recording. Nominated for Best Picture and for Best Art Direction. italy nurse love letter officer priest Drama Romance War Frank Borzage",1932
3610,0,3.810827,96.0,5.2,Terrence Jenkins,"The Perfect Match Terrence J. stars as Charlie, a playboy who's convinced that relationships are dead. His two best friends, Donald Faison and Robert C. Riley, bet him that if he sticks to one woman for one month, he's bound to get attached. Charlie denies this until he crosses paths with the beautiful and mysterious Eva, played by singer/actress Cassie. They may agree to a casual affair, but eventually Charlie is questioning whether he may actually want more. bet match playboy fear of commitment best friend Comedy Romance Bille Woodruff",2016
3611,5500000,3.7387,82.0,6.2,Lara Jill,"Digimon: The Movie The first story focused on Tai and Kari Kamiya four years before their adventure in the Digital World. It shows their first encounter with Digimon and what happened to them (as well as the other children). Tai and Kari wake one morning to find a Digi-Egg that came out of their computer the night before and the egg soon hatches, revealing a Botamon. The Digimon then evolves into Koromon and then Agumon (not the same one that became friends with Tai in the series, and yet, somehow, both Koromon and Kari remember each other), who then goes out and unintentionally destroys a good part of the neighborhood with Kari riding on his back. A second Digi-Egg appears in the sky to reveal an evil digimon, Parrotmon. Agumon then Digivolves to Greymon but isn't strong enough to beat Parrotmon and is knocked out. Tai grabs Kari's whistle and wakes up Greymon, who defeats Parrotmon and disappears with him. video game monster loss of energy egg computer Fantasy Animation Science Fiction Family Mamoru Hosoda",2000
3612,0,9.85123,92.0,6.3,Jena Malone,"Saved! Teenage Mary Cummings, who has ""been Born Again her whole life,"" is about to enter her senior year at American Eagle Christian High School near Baltimore with her Fundamentalist Christian friends Hilary Faye and Veronica, the three of whom have formed a girl group called the Christian Jewels. Everything seems perfect—until Mary’s ""perfect Christian boyfriend"" Dean tells her, as they’re swimming underwater, that he thinks he's gay. christianity gay coming out independent film coming of age Comedy Drama Brian Dannelly",2004
3613,8000000,3.03091,99.0,6.7,R\u00e9my Girard,"The Barbarian Invasions In this belated sequel to 'The Decline of the American Empire', 50-something Montreal college professor, Remy, learns that he is dying of liver cancer. He decides to make amends meet to his friends and family before he dies. He first tries to made peace with his ex-wife Louise, who asks their estranged son Sebastian, a successful businessman living in London, to come home. Sebastian makes the impossible happen, using his contacts and disrupting the entire Canadian system in every way possible to help his father fight his terminal illness to the bitter end, while he also tries to reunite his former friends, Pierre, Alain, Dominique, Diane, and Claude to see their old friend before he passes on. father son relationship socialism yuppie professor dying and death Comedy Crime Drama Denys Arcand",2003
3614,0,3.199904,106.0,6.6,Sean Connery,"Robin and Marian Whatever became of Robin Hood after his famed tale of good deeds ended? Now you can find out, in this sequel that takes place years after Robin and his merry men bested the Sheriff of Nottingham. After following Richard the Lionhearted to the crusades, Robin (Sean Connery) returns to Sherwood Forest to find things drastically changed. Audrey Hepburn plays the stalwart Marian … who's joined a nunnery! england crusade robin hood king richard Action Adventure Drama Romance Richard Lester",1976
3615,5000000,2.739307,90.0,4.9,Kerr Smith,The Forsaken A young man is in a race against time as he searches for a cure after becoming infected with a virus that will eventually turn him into a blood-sucking vampire. vampire full moon poster hitchhiker homoeroticism Action Adventure Horror Thriller J.S. Cardone,2001
3616,5000000,5.348446,118.0,6.4,Harrison Ford,"Force 10 from Navarone Mallory and Miller are back. The survivors of Navarone are sent on a mission along with a unit called Force 10, which is led by Colonel Barnsby. But Force 10 has a mission of their own which the boys know nothing about. gun traitor nazis bridge major Action Adventure War Thriller Guy Hamilton",1978
3617,5000000,4.070044,97.0,6.7,"""Weird Al""",UHF The eccentric new manager of a UHF television channel tries to save the station from financial ruin with an odd array of programming. loser tv station game show tv star music video Comedy Jay Levey,1989
3618,0,9.974681,94.0,6.6,Linda Cardellini,"Grandma's Boy Even though he's 35, Alex acts more like he's 13, spending his days as the world's oldest video game tester and his evenings developing the next big Xbox game. But he gets kicked out of his apartment and is forced to move in with his grandmother. video game grandmother grandson relationship man child stoner game tester Comedy Nicholaus Goossen",2006
3619,5000000,6.3082980000000015,91.0,6.5,Natasha Lyonne,"Slums of Beverly Hills In 1976, a lower-middle-class teenager struggles to cope living with her neurotic family of nomads on the outskirts of Beverly Hills. sex independent film moving beverly hills woman director Comedy Drama Tamara Jenkins",1998
3620,5000000,49.333137,175.0,8.1,Henry Fonda,Once Upon a Time in the West This classic western masterpiece is an epic film about a widow whose land and life are in danger as the railroad is getting closer and closer to taking them over. A mysterious harmonica player joins forces with a desperado to protect the woman and her land. showdown bounty bounty hunter loss of brother sadness Western Sergio Leone,1968
3621,5000000,4.149628,94.0,6.3,Vince Vaughn,Made Two aspiring boxers lifelong friends get involved in a money-laundering scheme through a low-level organized crime group. Action Comedy Thriller Jon Favreau,2001
3622,5000000,46.114184,97.0,7.6,Sam Rockwell,"Moon With only three weeks left in his three year contract, Sam Bell is getting anxious to finally return to Earth. He is the only occupant of a Moon-based manufacturing facility along with his computer and assistant, GERTY. When he has an accident however, he wakens to find that he is not alone. moon artificial intelligence clone isolation future Science Fiction Drama Duncan Jones",2009
3623,0,3.562563,90.0,5.2,Daryl Sabara,"Keeping Up with the Steins All hilarity breaks loose in this heartwarming coming-of-age comedy when three generations of Fiedlers collide in a crazy family reunion. As they prepare for the biggest Bar Mitzvah on the block, they begin to see that they're much more alike than they'd originally thought. bar mitvah party independent film Comedy Scott Marshall",2006
3624,5000000,4.498368,41.0,5.9,Guillaume Denaiffe,"Sea Rex 3D: Journey to a Prehistoric World Through the power of IMAX 3D, experience a wondrous adventure from the dinosaur age. Join Julie, an imaginative young woman, in a unique voyage through time and space. Explore an amazing underwater universe inhabited by larger-than-life creatures which were ruling the seas before dinosaurs conquered the earth. See science come alive in an entertaining manner and get ready for a face-to-face encounter with the T-Rex of the seas! prehistoric dinosaur imax underwater scene 3d Documentary Ronan Chapalain",2010
3625,5000000,7.673124,112.0,6.8,Ian Holm,"The Sweet Hereafter A small mountain community in Canada is devastated when a school bus accident leaves more than a dozen of its children dead. A big-city lawyer arrives to help the survivors' and victims' families prepare a class-action suit, but his efforts only seem to push the townspeople further apart. At the same time, one teenage survivor of the accident has to reckon with the loss of innocence brought about by a different kind of damage. canada suffering village paralysis independent film Drama Atom Egoyan",1997
3626,4000000,4.992475,120.0,6.5,Lambert Wilson,"Of Gods and Men French drama based on the 1996 kidnapping and killing of seven monks in Algeria. A group of Trappist monks reside in the monastery of Tibhirine in Algeria, where they live in harmony with the largely muslim population. When a bloody conflict between Algeria's army and Muslim Jihadi insurgents disrupts the peace, they are forced to consider fleeing the monastery and deserting the villagers they have ministered to. In the face of deadly violence the monks wrestle with their faith and their convictions, eventually deciding to stay and help their neighbours keep the army and the insurgents at bay. monk sunrise medicine hostage evacuation Drama History Xavier Beauvois",2010
3627,5000000,6.174435,110.0,6.6,Alan Rickman,"Bottle Shock Paris-based wine expert Steven Spurrier heads to California in search of cheap wine that he can use for a blind taste test in the French capital. Stumbling upon the Napa Valley, the stuck-up Englishman is shocked to discover a winery turning out top-notch chardonnay. Determined to make a name for himself, he sets about getting the booze back to Paris. wine garden wine winzer Comedy Drama Randall Miller",2008
3628,0,0.805312,87.0,4.6,Mark Blankfield,Jekyll and Hyde ... Together Again Dr. Jekyll (Mark Blankfield) inhales white powder and becomes an obnoxious Southern Californian. double life musical jekyll and hyde Comedy Horror Science Fiction Jerry Belson,1982
3629,5000000,8.753409,99.0,7.0,Melanie Lynskey,"Heavenly Creatures Based on the true story of Juliet Hulme and Pauline Parker, two close friends who share a love of fantasy and literature, who conspire to kill Pauline's mother when she tries to end the girls' intense and obsessive relationship. mother sex secret obsession literature Drama Fantasy Peter Jackson",1994
3630,5000000,3.943706,121.0,5.4,Kate Bosworth,"90 Minutes in Heaven A man involved in a horrific car crash is pronounced dead, only to come back to life an hour and a half later, claiming to have seen Heaven. hospital church Drama Michael Polish",2015
3631,5000000,9.169411,97.0,6.0,Rebecca Hall,"Everything Must Go When an alcoholic relapses, causing him to lose his wife and his job, he holds a yard sale on his front lawn in an attempt to start over. A new neighbor might be the key to his return to form. alcohol arizona beer playboy independent film Comedy Drama Romance Dan Rush",2010
3632,5000000,2.732031,116.0,6.0,Bill Pullman,"Zero Effect Daryl Zero is a private investigator. Along with his assistant, Steve Arlo he solves impossible crimes and puzzles. Though a master investigator, when he is not working, Zero doesn't know what to do with himself. He has no social skills, writes bad music, and drives Arlo crazy. In his latest case, Zero must find out who is blackmailing a rich executive, and when his client won't tell him, why. detective blackmail independent film Comedy Crime Mystery Thriller Jake Kasdan",1998
3633,5000000,35.252056,101.0,7.3,Christian Bale,"The Machinist The Machinist is the story of Trevor Reznik, a lathe-operator who is dying of insomnia. In a machine shop, occupational hazards are bad enough under normal circumstances; yet for Trevor the risks are compounded by fatigue. Trevor has lost the ability to sleep. This is no ordinary insomnia... factory insomnia post it machinist cleaning bathroom tile Thriller Drama Brad Anderson",2004
3634,5000000,6.063868,103.0,5.7,Willem Dafoe,"Light Sleeper A drug dealer with upscale clientele is having moral problems going about his daily deliveries. A reformed addict, he has never gotten over the wife that left him, and the couple that use him for deliveries worry about his mental well-being and his effectiveness at his job. Meanwhile someone is killing women in apparently drug-related incidents. suicide drug dealer redemption addict existentialism Drama Crime Paul Schrader",1992
3635,5000000,21.343093,112.0,6.6,Jeremy Renner,Kill the Messenger A reporter becomes the target of a vicious smear campaign that drives him to the point of suicide after he exposes the CIA's role in arming Contra rebels in Nicaragua and importing cocaine into California. Based on the true story of journalist Gary Webb. biography Thriller Crime Drama Mystery Michael Cuesta,2014
3636,5000000,10.095184,91.0,6.9,Nicole Kidman,Rabbit Hole Life for a happy couple is turned upside down after their young son dies in an accident. loss of son trauma toy marriage grief Drama John Cameron Mitchell,2010
3637,5000000,4.129165,98.0,5.9,Seth Green,"Party Monster The New York club scene of the 80s and 90s was a world like no other. Into this candy-colored, mirror ball playground stepped Michael Alig, a wannabe from nowhere special. Under the watchful eye of veteran club kid James St. James, Alig quickly rose to the top... and there was no place to go but down. new york hotel based on novel birthday bath Comedy Drama Crime Fenton Bailey",2003
3638,5000000,30.001024,95.0,6.7,Anton Yelchin,Green Room A young punk rock band find themselves trapped in a secluded venue after stumbling upon a horrific act of violence. skinhead heroin music cover-up murder Horror Crime Thriller Jeremy Saulnier,2016
3639,5000000,6.759235,88.0,5.8,Parker Posey,"The Oh in Ohio Priscilla and Jack appear to be the perfect couple, but they have a secret: She is sexually frustrated. They separate in the hope of resolving the situation. While Jack moves into a bachelor pad and begins an affair with a student, Priscilla discovers the joys of self-pleasuring and finds an unusual bed-mate. sex adultery depression infidelity nightclub Comedy Drama Romance Billy Kent",2006
3640,5000000,1.731035,99.0,3.9,Eric Allan,"Atlas Shrugged Part III: Who is John Galt? Approaching collapse, the nation's economy is quickly eroding. As crime and fear take over the countryside, the government continues to exert its brutal force against the nation's most productive who are mysteriously vanishing - leaving behind a wake of despair. One man has the answer. One woman stands in his way. Some will stop at nothing to control him. Others will stop at nothing to save him. He swore by his life. They swore to find him. trilogy ayn rand Drama Science Fiction Mystery James Manera",2014
3641,7000000,11.700578,91.0,6.8,Luke Wilson,"Bottle Rocket Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a hair-brained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary Mr. Henry. brother brother relationship robbery burglar language barrier motel Comedy Crime Drama Wes Anderson",1996
3642,6000000,2.3886830000000003,97.0,5.6,Matt Dillon,Albino Alligator Three petty thieves who the police believe to be major criminals are chased into a basement bar where they take five hostages including all the bar employees. The rest of the movie deals with the cops lurking outside the bar while the trio try to get hold of the situation inside. brother brother relationship bar gun hostage siege Crime Drama Thriller Kevin Spacey,1996
3643,0,0.080704,136.0,6.0,Darshan Jariwala,"Gandhi, My Father With Gandhi My Father, producer Anil Kapoor and director Feroz Abbas Khan have shed light onto Gandhi the person, rather than Gandhi the icon. Using Gandhi’s political career as a canvas, the film paints a picture of his intricate, complex, and strained relationship with his son Harilal Gandhi. biography mahatma gandhi tragedy Drama Foreign History Feroz Abbas Khan",2007
3644,0,0.888986,117.0,6.6,Javal Davis,Standard Operating Procedure Errol Morris examines the incidents of abuse and torture of suspected terrorists at the hands of U.S. forces at the Abu Ghraib prison. prison prisoner jail guard prison cell bagdad Documentary Errol Morris,2008
3645,0,0.679351,94.0,6.5,Dennis Hopper,"Out of the Blue Dennis Hopper is a hard-drinking truck driver who loses control of his truck under the influence and slams it into a busload of screaming children. After serving his five year jail sentence, Hopper finds his daughter, Cebe (Linda Manz), the love of his live, grown into a rebellious punk in a backwater town, having barely been looked after by her junkie mon (Sharron Farrell). Cebe's hopes of once again becoming a ""normal"" family painfully proves to be doomed, as she desperately tries to hold everyone together. Hopper's loose, naturalistic style and sympathetic, yet critical attitude infuses the drama with a painful power that finally erupts in a devastating and thrillling conclusion. punk independent film coming of age teenage girl alcoholic father Drama Dennis Hopper",1980
3646,5000000,19.940245,89.0,7.3,Alan Tudyk,"Tucker and Dale vs Evil Two hillbillies are suspected of being killers by a group of paranoid college kids camping near the duo's West Virginian cabin. As the body count climbs, so does the fear and confusion as the college kids try to seek revenge against the pair. cabin chainsaw hillbilly body in chipper cut off jeans Comedy Horror Eli Craig",2010
3647,0,1.286991,92.0,6.2,Martin Landau,"Lovely, Still A holiday fable that tells the story of an elderly man discovering love for the first time. independent film Drama Romance Nicholas Fackler",2008
3648,0,0.042442,128.0,6.6,John Wayne,"Tycoon Engineer Johnny Munroe is enlisted to build a railroad tunnel through a mountain to reach mines. His task is complicated, and his ethics are compromised, when he falls in love with his boss's daughter mountains engineer railroad ethics Action Drama Romance Richard Wallace",1947
3649,0,1.116206,90.0,5.5,Casey Affleck,"Desert Blue An academic obsessed with ""roadside attractions"" and his tv-star daughter finally discover the world's largest ice cream cone, the centerpiece for an old gold-rush town struggling to stay on the map. They end up staying longer than expected because of an accident that spilled an unknown cola ingredient all over the highway. They spend the next few days with the various residents of the town which include a teenage girl who loves to blow things up and a boy trying to keep alive his fathers dream of building a beachside resort in the middle of the desert. bomb fire fbi quarantine independent film Comedy Drama Morgan J. Freeman",1999
3650,5000000,3.0543400000000003,95.0,4.7,Kim Poirier,"Decoys Luke and Roger are just another couple of college guys trying to lose their virginity. But when Luke sees something unusual, he begins to suspect that the girls on campus aren't exactly...human. Horror Science Fiction Thriller Matthew Hastings",2004
3651,5000000,38.94708,94.0,6.0,Olivia DeJonge,"The Visit The terrifying story of a brother and sister who are sent to their grandparents' remote Pennsylvania farm for a weeklong trip. Once the children discover that the elderly couple is involved in something deeply disturbing, they see their chances of getting back home are growing smaller every day. rap music pennsylvania brother sister relationship farm grandparents Horror Thriller M. Night Shyamalan",2015
3652,5000000,3.792015,90.0,6.2,Izzy Diaz,Redacted Redacted is a film written and directed by Brian De Palma that is a fictional drama loosely based on the Mahmudiyah killings in Iraq. iraq iraq war Drama War Brian De Palma,2007
3653,0,0.2197989999999999,95.0,3.8,Jacqueline Bisset,"Fascination Young Scott Doherty (Adam Garcia) gets suspicious when his mother (Jacqueline Bisset) plans to wed Oliver Vance (Stuart Wilson) soon after her husband's untimely death. Scott investigates with Oliver's pretty daughter, Kelly (Alice Evans), who shared Scott's doubts about the upcoming nuptials. Along the way, he falls in love with Kelly, but a fatal explosion turns Scott's life upside down - and the evidence points to him as the murderer. Has he been framed? beach murder Romance Thriller Klaus Menzel",2004
3654,5000000,7.794,91.0,4.2,Reid Warner,"Area 51 Three young conspiracy theorists attempt to uncover the mysteries of Area 51, the government's secret location rumored to have hosted encounters with alien beings. What they find at this hidden facility exposes unimaginable secrets. found footage area 51 Horror Thriller Science Fiction Oren Peli",2015
3655,5000000,9.136965,107.0,7.0,Luis Tosar,"Sleep Tight Apartment concierge Cesar is a miserable person who believes he was born without the ability to be happy. As a result, he decides his mission is to make life hell for everyone around him. A majority of the tenants are easy to agitate, but Clara proves to be harder than the most. So Cesar goes to creepy extremes to make this young woman mentally break down. Things get even more complicated in this twisted relationship when her boyfriend, Marcos, shows up. barcelona spain blackmail concierge caretaker stalking Thriller Jaume Balaguer\u00f3",2011
3656,0,8.39685,92.0,6.3,Andy Serkis,"The Cottage In a remote part of the countryside, a bungled kidnapping turns into a living nightmare for four central characters when they cross paths with a psychopathic farmer and all hell breaks loose. ransom hostage hostage drama Horror Comedy Crime Thriller Paul Andrew Williams",2008
3657,0,7.864905,87.0,5.8,Ellen Muth,"Dead Like Me: Life After Death When George and her colleagues get a new boss whose focus is on moving souls quickly and enjoying life without consequences, the team begins to break the strict reaper rules. While her friends fall victim to their desires for money, success, and fame, George breaks another rule by revealing her true identity to her living family. suicide life and death coma afterlife Drama Fantasy Comedy Stephen Herek",2009
3658,0,1.963219,80.0,3.2,Samuel L.,"Farce of the Penguins In this spoof of ""March of the Penguins,"" nature footage of penguins near the South Pole gets a soundtrack of human voices. Carl and Jimmy, best friends, walk 70 miles to the mating grounds where the female penguins wait. The huddled masses of females - especially Melissa and Vicki - talk about males, mating, and what might happen this year. Carl, Jimmy, and the other males make the long trek talking about food, fornication and flatulence. Until this year, Carl's sex life has been dismal, but he falls hard for Melissa. She seems to like him. A crisis develops when Jimmy comes upon something soft in the dark. Can friends forgive? Does parenthood await Carl and Melissa? penguin balzen antarctic Comedy Documentary Bob Saget",2006
3659,5000000,10.619574,105.0,7.4,Billy Crudup,"Rudderless A grieving father in a downward spiral stumbles across a box of his recently deceased son's demo tapes and lyrics. Shocked by the discovery of this unknown talent, he forms a band in the hope of finding some catharsis. father son relationship rock band grieving father Music Drama Comedy William H. Macy",2014
3660,5000000,0.999655,67.0,3.0,Richard Gere,"Henry & Me Henry &amp; Me tells the courageous story of Jack (AUSTIN WILLIAMS), a brave young boy who is dealt a life changing blow. Low on confidence and filled with self-doubt, hope seems lost until a mysterious stranger named Henry (RICHARD GERE) appears. With the touch of his pin, Henry sweeps Jack away to a magical world where illness no longer exists and New York Yankee legends play forever. The incredible journey brings Jack face to face with Babe Ruth (CHAZZ PALMINTERI), Thurman Munson (PAUL SIMON), Lefty Gomez (LUIS GUZMAN) and Mickey Mantle (DAVID MANTLE) – who all teach Jack to face his fears and never give up. The movie climaxes at Yankee stadium, where Jack must test his newfound courage to save the season and find his way home. Featuring an all star-cast of unforgettable characters, Henry &amp; Me is heartwarming movie experience for the entire family with a message of hope… when life throws a curve… swing away! baseball surrealism children new york yankees Family Animation Barrett Esposito",2014
